block_id,conc1,conc2,ZIP_fit,ZIP_ref,ZIP_synergy,HSA_ref,HSA_synergy,Bliss_ref,Bliss_synergy,Loewe_ref,Loewe_synergy,Loewe_ci
1,0.016,1,36.93854975493166,55.87918201080102,-18.94063225586936,28.257871705603634,12.022068176060309,48.3578465002349,-8.077906618570957,35.31034852154773,4.969591360116212,0
1,0.016,0.1,33.61178003897324,54.63648200544864,-21.024701966475405,42.80550843471755,-6.495097884103721,58.829675352884124,-22.519264802270293,33.737877088309,2.5725334623048326,0
1,0.016,0.01,36.11119352623742,47.172252051334695,-11.061058525097273,28.016975900338938,9.859900533585222,42.06764884046726,-4.190772406543097,32.081494523843915,5.795381910080245,0
1,0.016,0.001,28.419429498980445,30.619031529687092,-2.1996020307066466,28.016975900338938,1.4418970017233903,27.497620763513396,1.9612521385489323,31.875139869943077,-2.4162669678807482,3.654235868030151
1,0.016,1e-4,29.789188458264324,22.953287559721367,6.835900898542956,28.016975900338938,4.728498891361891,19.533816681166016,13.211658110534813,31.875139869943077,0.8703349217577525,0.0014204956931628979
1,0.016,0,28.016975900338938,28.016975900338938,0,28.016975900338938,0,28.016975900338938,0,28.016975900338938,0,NA
1,0.0016,1,30.573261035070555,50.35058646893222,-19.777325433861666,28.257871705603634,2.8050737640884513,45.50906052505829,-14.446115055366203,35.576424027403554,-4.513478557711469,24.92667169225656
1,0.0016,0.1,30.276406032453774,48.95216891294074,-18.675762880486968,42.80550843471755,-11.822950605540619,56.55855698349418,-25.575999154317245,33.461404508854706,-2.4788466796777726,2.7254637573544525
1,0.0016,0.01,30.287946374438924,40.552627458983345,-10.26468108454442,24.046106840688914,6.2554133390875,38.87187061845654,-8.570350438680126,28.1738557124826,2.1276644672938154,0.5723482958076245
1,0.0016,0.001,19.341857050047764,21.925191966934342,-2.583334916886578,24.046106840688914,-0.9591523596987948,23.49810201500151,-0.41114753401139126,23.943816675384916,-0.8568621943947967,1.1118183949271918
1,0.0016,1e-4,22.183152320904615,13.298885616918565,8.88426670398605,24.046106840688914,-3.725390993140415,15.09498291882635,5.225732928722149,23.415061795747704,-3.094345948199205,1.3389966277577636
1,0.0016,0,24.046106840688914,24.046106840688914,0,24.046106840688914,0,24.046106840688914,0,24.046106840688914,0,NA
1,2e-4,1,20.327788658997573,32.219802148069,-11.892013489071427,28.257871705603634,-14.589917210517052,24.57761346093117,-10.909658965844587,35.576424027403554,-21.90846953231697,238.9441188292966
1,2e-4,0.1,20.648307668377356,30.310715778591437,-9.66240811021408,42.80550843471755,-35.71137618670356,39.87152105328352,-32.77738880526953,33.461404508854706,-26.367272260840714,42.8790949145362
1,2e-4,0.01,15.645037315974633,18.843861668452167,-3.1988243524775335,19.519425747763872,-4.970483346877787,15.39089898156113,-0.8419565806750438,23.415061795747704,-8.866119394861618,2.4653076429088525
1,2e-4,0.001,3.5732989399730313,-6.585869990616033,10.159168930589065,-0.7214966908121205,-0.8030201537561374,-5.888350914748841,4.363834070180583,4.908641008445336,-6.433157853013594,1.7450769427227606
1,2e-4,1e-4,-8.456746851950463,-18.362298140559254,9.905551288608791,-5.129842579481889,-11.543982263959997,-17.519335858530273,0.8455110150883876,-3.0226821861128226,-13.651142657329062,Inf
